,Product Name,Price,Rating,About,Top Review
1769,Stylista Washing Machine Cover Compatible for Whirlpool 7.5 kg Fully-Automatic Top Load 360 Degree Bloomwash Pro 7.5 Darkgrey Color,499.,4.1 out of 5 stars,About this item    Dimensions of the cover in CM HxWxD 96x61x61    Waterproof and Dustproof covers with space for Wires and Pipes    Wipeable Made From high quality washable yet waterproof polyester material    1 year warranty on any manufacturing defects    Made as per the specific brand size and model,"👍🏻
Read more"
1770,REXBURG® Electronic Kitchen Digital Weighing Scale with Tare Function with Adaptor (10 Kg-SF 400A) - White.,495.,3.7 out of 5 stars,"About this item    ★ High Accuracy ★: Rexburg SF 400A Electronic Weighing Scale is equipped with high precision sensors which guarantee higher accuracy of weighing. This weighing machine allows you to measure your ingredients in different units and switch easily between g, Kg, Lb and oz. This Digital Weighing Scale is your good partner for your large and small cooking projects. ★Rexburg Weighing Scale features a weight capacity from 1g – 10000g (10Kg)    ★ Large and Clear LED Display ★: It is equipped with large LED display screen to get readings correctly. Its night vision screen glows when it’s dark outside so that you can have a clear and fast reading at night or at dark places also. The widescreen LCD display of this weighing unit provides wide and clear viewing angle for you. Your will save more time on cooking, baking as you can weigh things accurately just for once by using this kitchen scales.    ★ Automate and Simple Design ★: Adopts unique lock reading technology. It can automatically lock the reading when data is stable, really easy for you to read. Its Outside Calibration allows you measure to multiple ingredients at a same time with this scale. Its auto zero tracking system automatically sets to zero (0) which speeds up your work and saves your time. This weighing scale turns OFF automatically when not in use which maximizes batter life and saves electricity as well.    ★ Easy To Operate ★: Rexburg Electronic vegetable scale is easy to use and portable weighing machine. It is made up of ABS plastic which makes it easy to handle and clean. Moreover it provides dual power supply for the ease of your use. You just have to plug in the adapter provided with the weighing scale or insert 2AA batteries to it. It is very simple to understand and one touch operation makes this machine easy to use and conveniently fits in day to day lifestyle.    Included : 1 Rexburg SF-400A Digital Kitchen Scale With 1 Adaptor","But it does the job ... For home cooking it's good to measure the masala and rice and all basically anything below 5 kg only issue is power after like few months it has power issues
Read more"
1771,"Prestige Express PEX 3.0 Mixer Grinder with Multipurpose Jars, 500 ml & 300 ml, Silver)","2,270.",3.3 out of 5 stars,About this item    Compact Design    Multipurpose Jars. Non-slip Feet : Yes    Easy to clean    Extra Lids to Store and Keep    Quick and Easy    One year warranty    Warranty: 1 year warranty on product    Includes: 1 unit of PEX 3.0,"Sometimes it leaks and blades are not of good quality. Not expected from Prestige brand.
Read more"
1772,"Primelife 2 in 1 Full Automatic Non-Electric Dough Maker Atta Maker Machine for Kitchen Roti Home (Multicolour, 17x17x12 cm)",399.,3.7 out of 5 stars,"About this item    Direction For Atta Making: On surface of bowl and blade apply edible oil. Put the blade on groove, center of the bowl. With given measure cups fill the atta, water and edible oil in the proportion of 1:1:1 and mix it in the bowl.Close the lid and fix the handle. Now rotate the handle about 2 minutes (10 times clockwise and 3 times anti clockwise).if required add water or edible oil accordingly through hole, below the removable small cap.Now Atta is ready to use<br>    5 in 1 Uses: Atta making, Cutting & chopping for soft vegetables, Curd frothing, Milk shaking, Mixer. To use the chopping effectively please ensure that content is enough in the container which intersect with the blades<br>    Color: Multicolour, Material: Plastic<br>    Features: Easy to Use and clean.ABS Plastic Transparent Lid, Clear view bowl with heavy duty Plastic<br>    Package content : 3 blades ( cutting, kneading, mixing/frothing) with container & 3 spoons, Size 17x17x12 cm<br>","Good Kaam jaldi hota hai
Read more"
1773,AMAZOR Roller for Samsung Pulsator Top Load Washing Machine (2 pcs Set),153.,4.1 out of 5 stars,About this item    Roller Compatible for Samsung Washing Machine Pulsator Size 7.9 cm / Washing Machine Pulsator Roller (2 pcs Set)    Match the old Product Before Placing the Order(Spare Part) PLEASE CHECK ALL PHOTOS / Match the old Product Before Placing the Order(Spare Part)    Match Size 7.9 cm    Set of 2 Roller,"Perfectly matched
Read more"
1774,"Cello Flexi Laundry Bag/Basket, Grey ,Plastic","1,019.",4.4 out of 5 stars,"About this item    Material: Plastic, Color: Grey. 100% food grade    Package Contents: 1 Laundary Basket    Size: 27.94 cm x 38.1 cm x 60.96 cm    Made of premium and durable plastic    Portable basket for kitchen, laundry and kids room    Easy to clean    Hassle free storage    It's lightweight makes it easier to carry","Good product but expensive
Read more"
1775,"Everest ENT 100 Model ABS Body Attractive Design Voltage Stabilizer for TV Upto 72 Inches LED TV, Home Theater, Set Top Box, Blu-Ray Player (Working Range : 90 V to 290 V) Black","1,466.",3.8 out of 5 stars,"Warranty Summary : 5 Years Warranty, In case of any product issues or service , Contact Everest service customer care","Good product
Read more"
1776,"Symphony Sumo 75 XL Desert Air Cooler for Home with Honeycomb Pads, Powerful +Air Fan, i-Pure Console and Low Power Consumption (75L, White)","11,707.",3.7 out of 5 stars,"About this item    Coverage: The air cooler is appropriate for rooms up to an area of 37 square meters under optimal conditions.    Fresh Living with i-Pure Technology: This air cooler uses specialized filters to eliminate air pollution, odor-causing microbes, and allergens. Keep your doors and windows open for optimal cooling.    Efficient Cooling: The long-lasting dura pump and honeycomb cooling pads in this air cooler help distribute the water and air evenly, efficiently and effectively.    Auto Swing: The air panels are designed to move automatically, providing even air circulation throughout the room.    Power-Packed Performance: This home air cooler uses only about 190 Watts of energy and works with inverters, allowing you to relax this summer without sweating about bills or power outages.    Ample Cooling Time: This cooler comes with a 75-liter water tank with a water level indicator, providing ample water for long-lasting cooling.    Powerful +Air Fan: Enjoy a comfortable environment with the specialized +Air fan provides strong, uniform airflow that rapidly lowers the room's temperature.    
   Easy-to-Use:The ergonomic design of the dial knobs makes it easy to operate while enhancing its modern and elegant appearance. Warranty: The Symphony Sumo 75 XL cooler is protected by a 1-year warranty from the date of purchase, covering only manufacturing defects. Package Inclusion: 1 unit air cooler, 4 unit castor wheels, 4 unit legs, 1 unit easy-fill pipe (legs and wheels come in a separate package)   Show More","We have a very big bedroom and are located on top floor of the building, so it can get very hot on summer nights. This has very good throw and cools the room easily in under 2 hours, post which we switch it off and go back to fan. However, if you were to use it entire night (say 8 hrs), the water will not even last for 2 nights. Also if you have a slightly high bed, because of the low placing of the overall drum, the air flow will be obstructed by the bed. You may then need to buy a pedestal which can be quite expensive (another 1K). I have somehow managed to arrange the vents after much trial and error to have the throw in a certain way. We are used to noisy fans so the sound does not bother us (my 2 year old sleeps beautifully with this on). Nevertheless, would recommend, since we tried a lot of desert coolers in the showroom and none of them could match this one's throw.
Read more"
1777,Euroclean Vacuum Cleaner Hose End Rubber Sealer (Set of 2),160.,4.3 out of 5 stars,About this item    Easily fits in all Euroclean models    Completely seal the ends    Generates good vacuum and air pressure    Easily replaceable    Inner diameter: 4.5cm,"Fitwise it is good but quality is not on the same level as original. But worth the price.
Read more"
1778,Atipriya 100Kg Weighing Scale Hook Type (Kangaroo) pack of 1,895.,3.4 out of 5 stars,About this item    Counter/Table Top with Analog Display    Measures in: kilogram    Material: Silver    Maximum Weighing Capacity: 100 kg,"Not showing accurate weight need to change
Read more"
1779,"Elica 60 cm 1425 m3/hr Auto Clean Chimney with 15 Years Warranty (WD TBF HAC 60 MS NERO, 2 Baffle Filters, Touch + Motion Sensor Control, Black)","13,290.",4.4 out of 5 stars,"About this item    Size: 60 cm (2-4 burner stove for wall mounted chimneys)    Suction Capacity: 1425 m3/hr (For kitchen size >200 sqft & heavy frying/grilling)    Warranty: 15 Years Warranty on Motor w.e.f. 1st June'23 and 2 Years Comprehensive Warranty w.e.f. 1st March'23.    Type: Curved Glass, Wall Mounted, Auto Clean | Colour: Black    Control Type: Touch + Motion Sensor Control | Max noise(dB): 58","Really good suction capacity and auto clean feature is really a boon
Read more"
1780,"Cheston CHB-30 550 Watt Electric Air Blower (Green) for Cleaning Dust at Home, Office, Car",550.,3.4 out of 5 stars,"About this item    Material: Plastic, Color: Green. Anti-vibration System : No    Item Dimension: 240mm x 180mm x 180mm    Power Consumption : 550 W; Voltage : 230 V, Power Source: Corded. No Load Speed : 14000 rpm    Package Contents: 1-Piece Blower with Pipe; 6 months warranty    The cheston blower is durable and long lasting    Electric air blower cleaner    Note: This is not a vacuum cleaner ; Do not run the machine for more than 10 minutes continuously    Country of Origin: India","ठीक ठाक है पर महंगी ज्यादा ह,5 मिंट में गर्म होजाती ह
Read more"
